Num,Brand,Model_Name,Processor,Operating_System,Storage_MB,RAM_GB,Screen_Size,Touch_Screen,Price
593,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
594,DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,594.00
595,ASUS,K3405VFB-KM541WS,Core i5,Windows 11 Home,512,16,35.56,No,995.88
596,HP,245 G,Ryzen 3 Dual Core,DOS,512,8,35.56,No,287.88
597,HP,15-fd0012TU,Core i5,Windows 11 Home,1000,8,39.62,No,794.96
598,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
599,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
600,DELL,Vostro 5620,Core i5,Windows 11 Home,512,8,40.64,No,767.88
601,MSI,Bravo 15 B7ED-011IN,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,899.88
602,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
603,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
604,Lenovo,TB15 G4 IAP,Core i5,Windows 11 Pro,2000,16,39.62,No,719.88
605,MICROSOFT,QEZ-00048,Core i5,Windows 11 Home,256,8,33.02,Yes,1367.88
606,DELL,Vostro 3525,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,479.88
607,ASUS,K3605ZC-MBN752WS,Core i7,Windows 11 Home,1000,16,40.64,No,1055.88
608,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
609,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
610,Lenovo,15IRH8,Core i7,Windows 11 Home,512,16,39.62,No,1202.28
611,Acer,Aspire 3,Core i3,Windows 10 Home,256,4,39.62,No,383.88
612,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
613,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
614,Lenovo,V14,Core i5,Windows 10,256,8,35.56,Yes,492.00
615,Acer,Aspire 3,Core i3,Windows 10 Home,256,4,39.62,No,383.88
616,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512,16,35.56,No,580.80
617,DELL,Latitude 14,Core i7,Windows 11 Pro,512,16,35.56,No,1199.88
618,Lenovo,15IRH8,Core i5,Windows 11 Home,512,16,39.62,No,779.88
619,Lenovo,15IRH8,Core i5,Windows 11 Home,512,16,39.62,No,1091.88
620,HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512,8,39.62,No,453.00
621,ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,1139.88
622,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
623,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
624,ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,Yes,899.88
625,DELL,G15,Core i7,Windows 11 Home,512,16,39.62,No,1319.88
626,Lenovo,ideapad 3,Core i5,Windows 11 Home,512,16,39.62,Yes,587.88
627,ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256,4,35.56,No,322.68
628,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
629,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
630,HP,14s-dq2606tu,Core i3,Windows 11 Home,512,8,35.56,No,531.60
631,HP,Omen,Ryzen 5 Hexa Core,Windows 10 Home,512,8,39.62,No,683.99
632,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
633,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
634,DELL,Vostro 3400,Core i5,Windows 11 Home,512,8,35.56,No,583.00
635,Lenovo,ThinkPad T14,Core i7,Windows 10,512,16,30.48,Yes,1329.48
636,MSI,GF63 Thin 11UCX-1471IN,Core i5,Windows 11 Home,4000,8,39.62,No,587.88
637,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
638,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
639,HP,15-fb0106AX,Ryzen 5 Hexa Core,Windows 11 Home,512,16,38.86,No,755.88
640,Acer,A515-56G,Core i5,Windows 11 Home,512,8,39.62,No,563.88
641,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
642,ASUS,Zenbook 14 Flip OLED,Core i7,Windows 11 Home,1000,16,35.56,Yes,1654.68
643,DELL,Inspiron 3511,Core i5,Windows 11 Home,512,8,39.62,No,610.80
644,ASUS,K513EA-L302WS,Core i3,Windows 11 Home,256,8,39.62,No,474.00
645,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
646,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
647,Lenovo,15IHU6,Core i5,Windows 11 Home,512,16,39.62,No,635.88
648,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
649,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
650,ASUS,GX650RXZ-LS228WS,Ryzen 9 Octa Core,Windows 11 Home,2000,32,40.64,No,4343.88
651,Lenovo,15IRH8,Core i5,Windows 11 Home,512,16,39.62,No,779.88
652,HP,15-fd0011TU,Core i5,Windows 11 Home,512,8,39.62,No,725.88
653,HP,Intel,Core i5,Windows 10 Pro,512,8,33.78,Yes,893.03
654,HP,Victus 16,Core i5,Windows 11 Home,512,16,40.89,Yes,774.00
655,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
656,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
657,HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512,8,39.62,No,453.00
658,ASUS,Vivobook S15 OLED,Core i5,Windows 11 Home,512,16,39.62,Yes,888.00
659,ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512,8,39.62,No,659.88
660,DELL,Inspiron 3511,Core i3,Windows 11 Home,1000,8,39.62,No,562.68
661,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
662,Acer,Aspire 3,Core i3,Windows 10 Home,256,4,39.62,No,383.88
663,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512,16,35.56,No,580.80
664,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
665,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
666,DELL,Latitude 14,Core i7,Windows 11 Pro,512,16,35.56,No,1199.88
667,Lenovo,V14,Core i5,Windows 10,256,8,35.56,Yes,492.00
668,ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256,4,35.56,No,322.68
669,ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,Yes,899.88
670,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
671,DELL,G15,Core i7,Windows 11 Home,512,16,39.62,No,1319.88
672,Lenovo,ideapad 3,Core i5,Windows 11 Home,512,16,39.62,Yes,587.88
673,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
674,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
675,ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,1139.88
676,HP,14s-dq2606tu,Core i3,Windows 11 Home,512,8,35.56,No,531.60
677,MSI,Modern 14 C13M-438IN,Core i3,Windows 11 Home,512,8,35.56,No,503.88
678,HP,15-fa0354TX,Core i7,Windows 11 Home,512,16,39.62,No,1100.77
679,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
680,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
681,ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512,16,35.56,No,1175.88
682,HP,16-e0162AX,Ryzen 5 Hexa Core,Windows 10 Home,512,8,40.89,No,706.80
683,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
684,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
685,ASUS,FX517ZE-HN035WS,Core i7,Windows 11 Home,512,16,39.62,Yes,1167.47
686,HP,15S-FQ2738TU,Core i3,Windows 11 Home,512,8,39.62,Yes,437.88
687,HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512,16,35.56,No,580.80
688,Apple,MacBook Pro,M3 Pro,macOS Sonoma,1000,18,35.56,No,2878.80
689,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
690,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
691,HP,Victus,Core i5,Windows 11 Home,512,8,40.89,No,850.68
692,ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512,8,39.62,No,659.88
693,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
694,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
695,Lenovo,15ITL6,Core i3,Windows 11 Home,256,8,39.62,No,413.88
696,HP,Spectre x360 13,Core i7,Windows 11 Home,512,16,34.29,No,1580.16
697,Lenovo,V14,Core i5,Windows 10,256,8,35.56,Yes,492.00
698,MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2000,8,39.62,No,875.88
699,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
700,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
701,HP,15-fc0031AU,Ryzen 5 Quad Core,Windows 11 Home,512,16,39.62,No,601.08
702,HP,14s-fy1005AU,Ryzen 7 Octa Core,Windows 11 Home,512,16,35.56,No,752.28
703,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
704,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
705,HP,14s-ef1002tu,Core i3,Windows 11 Home,512,8,35.56,No,461.88
706,HP,14-eh0024TU,Core i7,Windows 11 Home,1000,16,35.56,No,1198.20
707,HP,Envy,Core i5,Windows 10 Home,256,8,33.78,No,772.69
708,Acer,PHN16-71,Core i7,Windows 11 Home,1000,16,40.64,No,1655.99
709,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
710,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
711,ASUS,VivoBook 14,Core i3,Windows 10 Home,512,4,35.56,No,510.00
712,HP,250 G8,Core i3,Windows 10 Home,512,4,39.62,No,372.00
713,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
714,Acer,A315-510P,Core i3,Windows 11 Home,256,8,39.62,Yes,383.88
715,ASUS,VivoBook 15,Core i3,Windows 11 Home,512,8,39.62,Yes,389.88
716,SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,1000,16,35.56,No,1691.88
717,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
718,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
719,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
720,ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512,16,39.62,No,611.88
721,LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512,8,35.56,No,777.14
722,CHUWI,GemiBook X Pro,Celeron Quad Core,Windows 11 Home,256,8,35.81,No,263.88
723,ASUS,M6500QC,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,851.88
724,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
725,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
726,DELL,Vostro 3420,Core i5,Windows 11 Home,512,8,35.56,Yes,599.40
727,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
728,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
729,ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512,16,35.56,No,1175.88
730,Apple,MKGT3HN/A,M1 Pro,Mac OS Monterey,1000,16,36.07,No,2878.80
731,DELL,Inspiron 3511,Core i3,Windows 11 Home,256,8,38.0,No,465.48
732,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
733,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
734,ASUS,FX507ZC4-HN116WS,Core i5,Windows 11 Home,512,16,39.62,No,1029.60
735,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
736,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
737,DELL,Inspiron 3501,Core i5,Windows 10 Home,1000,8,39.62,No,626.39
738,HP,Natural Silver,Core i3,Windows 10 Home,512,8,39.62,No,486.00
739,Lenovo,13ABR8,Ryzen 7 Octa Core,Windows 11 Home,1000,16,33.78,Yes,1029.01
740,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
741,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
742,MSI,Modern 14 C12M-670IN,Core i7,Windows 11 Home,512,8,35.56,No,731.88
743,LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512,8,35.56,No,777.14
744,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
745,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
746,DELL,Inspiron 5410,Core i5,Windows 10,512,8,35.56,Yes,923.88
747,ASUS,Vivobook Go 14,Ryzen 5 Quad Core,Windows 11 Home,512,16,35.56,Yes,623.88
748,Apple,MacBook Pro,Core i5,Mac OS Mojave,512,8,33.78,No,1955.88
749,HP,15s- fq3066TU,Celeron Dual Core,Windows 11 Home,512,8,39.62,No,383.57
750,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
751,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
752,ASUS,B9450FA-BM0696R,Core i7,Windows 10 Pro,1000,16,35.56,No,1832.53
753,ASUS,VivoBook Ultra K15,Core i5,Windows 11 Home,512,16,39.62,Yes,770.40
754,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
755,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
756,ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512,16,39.62,Yes,683.88
757,ASUS,Vivobook-Pro-15-M6500,Ryzen 7 Quad Core,Windows 11 Home,512,16,39.62,Yes,818.40
758,ASUS,FX506HCB-HN228T,Core i5,Windows 10 Home,1000,8,39.62,No,957.60
759,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
760,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
761,MICROSOFT,Surface Laptop Go 3,Core i5,Windows 11 Home,256,16,31.5,Yes,1199.88
762,Lenovo,V14,Core i5,Windows 11 Home,512,8,35.56,Yes,532.27
763,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
764,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
765,Lenovo,15IAH7,Core i5,Windows 11 Home,512,16,39.62,No,899.88
766,DELL,Inspiron 5410,Core i3,Windows 11 Home,512,8,35.56,Yes,647.99
767,DELL,G15-5510,Core i5,Windows 10,512,16,39.62,No,750.00
768,HP,Spectre Folio,Core i7,Windows 10 Home,512,16,33.78,Yes,2646.95
769,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
770,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
771,DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256,8,39.62,No,395.88
772,ASUS,K3605ZU-MBN541WS,Core i5,Windows 11 Home,512,16,40.64,No,923.88
773,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
774,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
775,ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512,16,39.62,No,611.88
776,DELL,Inspiron 3535,Ryzen 5 Quad Core,Windows 11 Home,1000,8,39.62,No,593.88
777,ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512,16,39.62,Yes,693.05
778,HP,247 G8,Ryzen 5 Dual Core,Windows 11 Home,512,8,35.56,No,394.68
779,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
780,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
781,ASUS,GX650PZ-NM047WS,Ryzen 9 16 Core,Windows 11 Home,2000,32,40.64,No,4199.88
782,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
783,ASUS,TUF,Core i5,Windows 10 Home,512,8,39.62,No,810.00
784,HP,15-EG2009TU,Core i5,Windows 11 Home,512,8,39.62,No,825.60
785,SAMSUNG,Galaxy Book2 Pro,Core i5,Windows 11 Home,512,16,33.78,No,779.88
786,ASUS,UM5401QA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,-1,16,35.56,No,671.88
787,HP,Notebook,Athlon Dual Core,DOS,256,4,39.62,No,231.59
788,Lenovo,15ITL05,Core i3,Windows 11 Home,-1,8,39.62,No,395.88
789,HP,15s-fq5202TU,Core i5,Windows 11 Home,512,8,39.62,No,647.88
790,HP,255 G8 Laptop,Ryzen 3 Dual Core,DOS,512,8,39.62,No,287.99
791,HP,15-fb1016AX,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,659.88
792,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
793,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
794,HP,15s-fr4001TU,Core i5,Windows 11 Home,512,16,39.62,No,659.88
795,GIGABYTE,RC45KD,Core i5,Windows 11 Home,512,16,39.62,No,755.88
796,Infinix,XL30,Celeron Quad Core,Windows 11 Home,512,8,39.01,No,287.88
797,ASUS,X1504ZA-NJ521WS,Core i5,Windows 11 Home,512,8,39.62,No,575.88
798,HP,14-dv1000TU,Core i5,Windows 11 Home,512,8,35.56,No,692.16
799,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
800,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
801,HP,15-fa0070TX,Core i5,Windows 11 Home,512,8,39.62,No,695.88
802,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
803,Lenovo,11IGL05,Celeron Dual Core,Chrome,64,4,29.46,No,191.88
804,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
805,ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512,16,39.62,No,935.88
806,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
807,HP,16-wd0880TX,Core i5,Windows 11 Home,512,16,40.89,No,1139.88
808,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
809,ASUS,Vivobook 15X,Core i5,Windows 11 Home,512,16,39.62,Yes,738.00
810,HP,15s-fq5007TU,Core i3,Windows 11 Home,512,8,39.62,No,467.88
811,Infinix,Inbook,Core i7,Windows 11 Home,512,16,35.56,No,587.88
812,HP,ef2033TU,Core i7,Windows 11 Home,1000,16,34.29,Yes,1702.79
813,HP,15s-fy5003TU,Core i3,Windows 11 Home,512,8,39.62,No,455.88
814,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
815,MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2000,8,39.62,No,875.88
816,HP,15s-fy5002TU,Core i5,Windows 11 Home,512,8,39.62,No,599.88
817,HP,15-eg3079TU,Core i5,Windows 11 Home,512,16,39.62,No,803.88
818,HP,14-dv1029TU,Core i7,Windows 11 Home,1000,16,35.56,No,937.20
819,HP,15s- fr4000TU,Core i5,Windows 11 Home,512,8,39.62,No,563.88
820,HP,16-n0050AX,Ryzen 7 Octa Core,Windows 11 Home,512,16,40.89,No,1057.79
821,DELL,Inspiron 5518,Core i5,Windows 11 Home,512,16,39.62,No,439.28
822,HP,15s,Ryzen 5 Quad Core,Windows 10 Home,512,8,39.62,No,297.97
823,HP,14s-ef1001tu,Core i5,Windows 11 Home,512,8,35.56,No,718.79
824,Acer,AN515-45,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,804.00
825,HP,15s- fr5011TU,Core i5,Windows 11 Home,512,16,39.62,No,647.88
826,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
827,HP,14-dv2153TU,Core i5,Windows 11 Home,1000,16,35.56,No,803.99
828,DELL,Inspiron 3520,Core i3,Windows 11 Home,512,8,39.62,No,473.88
829,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512,16,35.56,No,659.88
830,HP,15s-fq2627TU,Core i3,Windows 11 Home,512,8,39.62,Yes,532.80
831,DELL,Inspiron,Core i3,Windows 11 Home,512,8,39.62,Yes,461.88
832,HP,255 G8,Ryzen 5 Hexa Core,Windows 11 Home,512,8,39.62,No,515.88
833,DELL,Inspiron 7430,Core i3,Windows 11 Home,1000,8,35.56,Yes,725.88
834,MSI,Katana 17 B13UCXK-256IN,Core i7,Windows 11 Home,4000,16,43.94,No,1067.88
835,Infinix,XL25,Core i5,Windows 11 Home,512,8,39.62,No,455.88
836,HP,13-BE0030AU,Ryzen 5 Hexa Core,Windows 10 Home,512,16,33.78,No,846.00
